Fold,Outcome,Method,AUROC,Sensitivity,Specificity,TPR_gap,TPR_gap_bin,TPR_gap_signed,Brier,AUROC_gap_Q,Spec_at_Sens80,Spec_at_Sens90,PR_AUC
0,EUROD,BASELINE,0.8304,0.7314,0.7707,0.1725,0.1066,0.1725,0.1366,0.0028,0.6897,0.5411,0.6675
0,EUROD,Reweighing,0.8297,0.7428,0.7583,0.1314,0.0719,0.1314,0.1367,0.0018,0.6908,0.5239,0.6659
0,EUROD,DIR,0.8291,0.6719,0.8073,0.167,0.0791,0.167,0.1374,0.0039,0.6864,0.5357,0.6633
0,EUROD,LFR,0.5123,0.1025,0.9244,0.0822,0.0386,0.0822,0.3289,0.0003,0.1867,0.0887,0.2843
0,EUROD,CorrelationRemover,0.8306,0.7296,0.7686,0.1799,0.1014,0.1799,0.1367,0.0019,0.69,0.539,0.6664
0,EUROD,PrejudiceRemover,0.8093,0.7546,0.7111,0.1591,0.1246,0.1591,0.1467,0.0942,0.6534,0.4892,0.6129
0,EUROD,ExpGrad_DP,0.8096,0.7395,0.7251,0.0979,0.076,-0.0979,0.1424,0.0004,0.6452,0.461,0.6403
0,EUROD,ExpGrad_EO,0.8209,0.6888,0.7934,0.0025,0.0121,-0.0025,0.139,0.004,0.6741,0.4979,0.6552
0,EUROD,ExpGrad_TPR,0.8208,0.7032,0.7838,0.0069,0.0044,0.0069,0.139,0.0045,0.6745,0.4984,0.655
0,EUROD,GridSearch_TPR,0.8308,0.7748,0.7292,0.1302,0.0912,0.1302,0.1367,0.0059,0.7001,0.5308,0.6661
0,EUROD,GridSearch_EO,0.7466,0.7179,0.6518,0.0562,0.0233,0.0562,0.1902,0.0023,0.5345,0.3494,0.5244
0,EUROD,AdvDebiasing,0.7767,0.6514,0.7591,0.1244,0.0371,0.1244,0.1766,0.0114,0.6034,0.3827,0.5869
0,EUROD,FairGBM,0.8313,0.7428,0.76,0.1439,0.0749,0.1439,0.1363,0.003,0.6984,0.5279,0.668
0,EUROD,FairConstraints,0.821,0.6866,0.7907,0.0072,0.0267,0.0072,0.1391,0.0091,0.6745,0.5088,0.6559
0,EUROD,DecoupledClassifier,0.8229,0.7494,0.7326,0.1885,0.1096,0.1885,0.1404,0.0038,0.6862,0.5094,0.6486
0,EUROD,GerryFairClassifier,0.8304,0.4243,0.9408,0.2452,0.1352,0.2452,0.1366,0.0028,0.6897,0.5411,0.6675
0,EUROD,ThreshOpt_TPR,0.8304,0.4853,0.9188,0.0269,0.0366,0.0269,0.1366,0.0028,0.6897,0.5411,0.6675
0,EUROD,ThreshOpt_EO,0.8304,0.3237,0.9585,0.0641,0.0117,0.0641,0.1366,0.0028,0.6897,0.5411,0.6675
0,EUROD,ThreshOpt_DP,0.8304,0.4747,0.9211,0.0229,0.0371,-0.0229,0.1366,0.0028,0.6897,0.5411,0.6675
0,EUROD,EqOdds_PP,0.8304,0.6418,0.7902,0.0518,0.022,0.0518,0.1366,0.0028,0.6897,0.5411,0.6675
0,EUROD,RejectOption,0.8304,0.6363,0.8363,0.0841,0.0074,0.0841,0.1366,0.0028,0.6897,0.5411,0.6675
0,EUROD,CTGAN,0.8306,0.7208,0.7806,0.1773,0.1031,0.1773,0.1366,0.0043,0.6929,0.5261,0.6669
0,EUROD,FairSMOTE,0.8322,0.7109,0.79,0.1436,0.0706,0.1436,0.1359,0.0076,0.694,0.5337,0.6696
0,EUROD,SampleReweighting,0.8292,0.7208,0.7674,0.195,0.1271,0.195,0.137,0.0055,0.6978,0.5261,0.6655
0,EUROD,GroupCalibration,0.8288,0.7131,0.7825,0.1776,0.0911,0.1776,0.1383,0.0028,0.6881,0.5315,0.6653
0,EUROD,JTT,0.6493,0.3821,0.839,0.0304,0.0161,0.0304,0.1767,0.0249,0.3155,0.1867,0.4832
0,EUROD,GroupDRO,0.8314,0.7054,0.794,0.1847,0.1121,0.1847,0.1361,0.0029,0.6944,0.545,0.6701
0,LS,BASELINE,0.8107,0.682,0.776,0.3182,0.2059,0.3182,0.1539,0.0435,0.6538,0.4923,0.6625
0,LS,Reweighing,0.8086,0.7362,0.7237,0.1926,0.107,0.1926,0.1547,0.0352,0.6487,0.4733,0.6611
0,LS,DIR,0.8083,0.6787,0.77,0.2876,0.1677,0.2876,0.1548,0.0387,0.6503,0.4926,0.6601
0,LS,LFR,0.6067,0.3768,0.766,0.1284,0.0963,0.1284,0.2589,0.0084,0.316,0.1631,0.3949
0,LS,CorrelationRemover,0.8098,0.7404,0.7286,0.2497,0.162,0.2497,0.1543,0.0445,0.6575,0.4767,0.6611
0,LS,PrejudiceRemover,0.8006,0.6929,0.7571,0.2711,0.1429,0.2711,0.1577,0.0325,0.636,0.4527,0.6457
0,LS,ExpGrad_DP,0.7571,0.6774,0.7134,0.1526,0.1418,-0.1526,0.1708,0.0563,0.5495,0.3557,0.5939
0,LS,ExpGrad_EO,0.7782,0.7188,0.7044,0.0345,0.0448,-0.0345,0.1643,0.0591,0.5957,0.3973,0.6199
0,LS,ExpGrad_TPR,0.7789,0.6613,0.761,0.003,0.0218,0.003,0.1641,0.058,0.5902,0.4022,0.6208
0,LS,GridSearch_TPR,0.7406,0.702,0.647,0.0063,0.0072,0.0063,0.1825,0.0625,0.5358,0.3497,0.5551
0,LS,GridSearch_EO,0.704,0.6067,0.6942,0.2416,0.1239,0.2416,0.1896,0.0406,0.4678,0.2848,0.5108
0,LS,AdvDebiasing,0.7457,0.6028,0.7497,0.1342,0.0566,0.1342,0.2069,0.0591,0.5343,0.359,0.5677
0,LS,FairGBM,0.8074,0.6842,0.7731,0.2657,0.1581,0.2657,0.1549,0.0252,0.6509,0.4843,0.6575
0,LS,FairConstraints,0.7612,0.6703,0.7337,0.0873,0.1216,-0.0873,0.1694,0.0235,0.5617,0.3528,0.5989
0,LS,DecoupledClassifier,0.7965,0.6842,0.7599,0.2883,0.1707,0.2883,0.1592,0.039,0.6269,0.4496,0.6437
0,LS,GerryFairClassifier,0.8107,0.4181,0.9209,0.2924,0.14,0.2924,0.1539,0.0435,0.6538,0.4923,0.6625
0,LS,ThreshOpt_TPR,0.8107,0.4378,0.9106,0.0132,0.0326,0.0132,0.1539,0.0435,0.6538,0.4923,0.6625
0,LS,ThreshOpt_EO,0.8107,0.4127,0.9156,0.014,0.0328,0.014,0.1539,0.0435,0.6538,0.4923,0.6625
0,LS,ThreshOpt_DP,0.8107,0.4417,0.9037,0.1004,0.0942,-0.1004,0.1539,0.0435,0.6538,0.4923,0.6625
0,LS,EqOdds_PP,0.8107,0.5292,0.8038,0.0734,0.0329,0.0734,0.1539,0.0435,0.6538,0.4923,0.6625
0,LS,RejectOption,0.8107,0.6348,0.8027,0.0863,0.0486,0.0863,0.1539,0.0435,0.6538,0.4923,0.6625
0,LS,CTGAN,0.8093,0.6968,0.7624,0.2898,0.1724,0.2898,0.1545,0.04,0.6564,0.4776,0.6614
0,LS,FairSMOTE,0.807,0.6933,0.7605,0.255,0.159,0.255,0.155,0.044,0.6381,0.4716,0.6603
0,LS,SampleReweighting,0.8087,0.7394,0.7214,0.2784,0.1829,0.2784,0.1545,0.0447,0.6496,0.4776,0.662
0,LS,GroupCalibration,0.8102,0.7301,0.7324,0.2959,0.1817,0.2959,0.1552,0.0435,0.6536,0.4836,0.6628
0,LS,JTT,0.5525,0.1337,0.9423,0.0249,0.0185,0.0249,0.206,0.1509,0.2529,0.1624,0.386
0,LS,GroupDRO,0.8105,0.6816,0.7785,0.2981,0.1867,0.2981,0.1539,0.0437,0.6468,0.4929,0.6632
0,CASP,BASELINE,0.88,0.8156,0.7692,0.2343,0.1632,0.2343,0.1218,0.0335,0.7836,0.639,0.7754
0,CASP,Reweighing,0.8787,0.8365,0.7416,0.1211,0.0611,0.1211,0.1227,0.0317,0.7843,0.6484,0.7725
0,CASP,DIR,0.88,0.7846,0.8026,0.2319,0.1495,0.2319,0.122,0.0325,0.7877,0.6436,0.7745
0,CASP,LFR,0.5315,0.3719,0.6885,0.0404,0.0222,0.0404,0.2395,0.0323,0.1981,0.0845,0.3397
0,CASP,CorrelationRemover,0.8799,0.7807,0.8064,0.2129,0.145,0.2129,0.1218,0.0362,0.7847,0.6371,0.7745
0,CASP,PrejudiceRemover,0.8761,0.7959,0.7899,0.2136,0.1517,0.2136,0.1235,0.0155,0.7857,0.629,0.768
0,CASP,ExpGrad_DP,0.8238,0.7258,0.7676,0.1725,0.1256,-0.1725,0.1461,0.023,0.6807,0.4982,0.6866
0,CASP,ExpGrad_EO,0.8584,0.7873,0.7681,0.0327,0.0289,-0.0327,0.1309,0.0306,0.753,0.576,0.7423
0,CASP,ExpGrad_TPR,0.8595,0.7836,0.7764,0.0285,0.0295,-0.0285,0.1305,0.0322,0.7566,0.5796,0.7432
0,CASP,GridSearch_TPR,0.8228,0.7846,0.7073,0.0449,0.0588,0.0449,0.1517,0.0442,0.6855,0.5177,0.6606
0,CASP,GridSearch_EO,0.8051,0.7375,0.7178,0.1269,0.0827,0.1269,0.1815,0.0107,0.6484,0.4757,0.64
0,CASP,AdvDebiasing,0.848,0.779,0.752,0.0811,0.0107,0.0811,0.1578,0.0326,0.7297,0.5556,0.7254
0,CASP,FairGBM,0.8778,0.8119,0.7738,0.1912,0.1207,0.1912,0.1232,0.0275,0.7851,0.6469,0.7701
0,CASP,FairConstraints,0.8314,0.7265,0.7851,0.1196,0.1144,-0.1196,0.1413,0.0005,0.6976,0.5014,0.7046
0,CASP,DecoupledClassifier,0.8741,0.774,0.8008,0.2441,0.1725,0.2441,0.1247,0.0265,0.7805,0.6329,0.7678
0,CASP,GerryFairClassifier,0.88,0.549,0.9346,0.2911,0.1891,0.2911,0.1218,0.0335,0.7836,0.639,0.7754
0,CASP,ThreshOpt_TPR,0.88,0.6181,0.901,0.0587,0.0189,0.0587,0.1218,0.0335,0.7836,0.639,0.7754
0,CASP,ThreshOpt_EO,0.88,0.5773,0.9121,0.0415,0.0024,0.0415,0.1218,0.0335,0.7836,0.639,0.7754
0,CASP,ThreshOpt_DP,0.88,0.5999,0.9009,0.1778,0.1515,-0.1778,0.1218,0.0335,0.7836,0.639,0.7754
0,CASP,EqOdds_PP,0.88,0.6793,0.7879,0.0264,0.0312,0.0264,0.1218,0.0335,0.7836,0.639,0.7754
0,CASP,RejectOption,0.88,0.6873,0.8714,0.0096,0.0885,0.0096,0.1218,0.0335,0.7836,0.639,0.7754
0,CASP,CTGAN,0.8798,0.7657,0.818,0.2763,0.198,0.2763,0.122,0.0343,0.7842,0.6363,0.7748
0,CASP,FairSMOTE,0.8788,0.7836,0.7974,0.2198,0.1449,0.2198,0.1224,0.0406,0.7782,0.633,0.7737
0,CASP,SampleReweighting,0.8777,0.769,0.8157,0.2452,0.1669,0.2452,0.123,0.0373,0.7816,0.6356,0.7713
0,CASP,GroupCalibration,0.8786,0.776,0.8086,0.3133,0.2235,0.3133,0.1239,0.0335,0.7846,0.642,0.774
0,CASP,JTT,0.8387,0.7056,0.8014,0.103,0.054,0.103,0.1532,0.0036,0.6957,0.5147,0.7272
0,CASP,GroupDRO,0.8806,0.8255,0.7554,0.2108,0.143,0.2108,0.1218,0.037,0.7857,0.651,0.7755
0,SRH,BASELINE,0.8988,0.8364,0.8001,0.2021,0.1473,0.2021,0.1224,0.0075,0.8319,0.71,0.8401
0,SRH,Reweighing,0.8977,0.8486,0.786,0.1207,0.074,0.1207,0.1231,0.0041,0.8304,0.7045,0.8374
0,SRH,DIR,0.8991,0.8041,0.823,0.1934,0.1297,0.1934,0.1225,0.0026,0.8275,0.715,0.8396
0,SRH,LFR,0.6163,0.5597,0.6085,0.0905,0.0698,-0.0905,0.2588,0.0085,0.3207,0.162,0.4852
0,SRH,CorrelationRemover,0.8997,0.8254,0.8064,0.1595,0.1154,0.1595,0.1218,0.0052,0.8318,0.7189,0.8408
0,SRH,PrejudiceRemover,0.8958,0.7953,0.8237,0.2138,0.1512,0.2138,0.124,0.0097,0.8222,0.7025,0.8332
0,SRH,ExpGrad_DP,0.8684,0.7604,0.8089,0.1174,0.0705,-0.1174,0.1401,0.0155,0.7731,0.6352,0.7902
0,SRH,ExpGrad_EO,0.8855,0.7769,0.8313,0.0462,0.0429,0.0462,0.1299,0.0094,0.8134,0.6766,0.8216
0,SRH,ExpGrad_TPR,0.8927,0.803,0.8171,0.0703,0.0534,0.0703,0.126,0.0023,0.8204,0.6931,0.8301
0,SRH,GridSearch_TPR,0.8983,0.799,0.8304,0.2339,0.1773,0.2339,0.1227,0.0019,0.829,0.7127,0.8383
0,SRH,GridSearch_EO,0.8157,0.7444,0.7427,0.0381,0.0833,0.0381,0.1893,0.0273,0.6826,0.5299,0.7041
0,SRH,AdvDebiasing,0.8521,0.7577,0.7922,0.0879,0.0428,0.0879,0.1703,0.0141,0.7456,0.5772,0.7753
0,SRH,FairGBM,0.897,0.8385,0.7955,0.1998,0.14,0.1998,0.1232,0.0064,0.8286,0.7046,0.8338
0,SRH,FairConstraints,0.8651,0.783,0.7835,0.0274,0.0155,-0.0274,0.1421,0.0462,0.7673,0.628,0.7827
0,SRH,DecoupledClassifier,0.8933,0.8332,0.7963,0.1738,0.1194,0.1738,0.1253,0.0023,0.8252,0.6931,0.8285
0,SRH,GerryFairClassifier,0.8988,0.6948,0.8921,0.2397,0.1574,0.2397,0.1224,0.0075,0.8319,0.71,0.8401
0,SRH,ThreshOpt_TPR,0.8988,0.7138,0.8797,0.025,0.0167,0.025,0.1224,0.0075,0.8319,0.71,0.8401
0,SRH,ThreshOpt_EO,0.8988,0.6804,0.8896,0.0262,0.0246,0.0262,0.1224,0.0075,0.8319,0.71,0.8401
0,SRH,ThreshOpt_DP,0.8988,0.6882,0.8809,0.197,0.1386,-0.197,0.1224,0.0075,0.8319,0.71,0.8401
0,SRH,EqOdds_PP,0.8988,0.7543,0.7961,0.0598,0.0267,0.0598,0.1224,0.0075,0.8319,0.71,0.8401
0,SRH,RejectOption,0.8988,0.8001,0.8218,0.0185,0.0445,0.0185,0.1224,0.0075,0.8319,0.71,0.8401
0,SRH,CTGAN,0.8986,0.8206,0.8104,0.2111,0.1559,0.2111,0.1225,0.0062,0.8302,0.7119,0.8398
0,SRH,FairSMOTE,0.8981,0.8254,0.8035,0.1806,0.1372,0.1806,0.1227,0.0019,0.8325,0.7093,0.8387
0,SRH,SampleReweighting,0.898,0.8539,0.7803,0.1873,0.1504,0.1873,0.1227,0.0027,0.8324,0.7113,0.8377
0,SRH,GroupCalibration,0.8986,0.822,0.8123,0.1984,0.1453,0.1984,0.1241,0.0075,0.8321,0.7083,0.8393
0,SRH,JTT,0.8558,0.7108,0.8149,0.1631,0.1127,0.1631,0.1641,0.0071,0.726,0.5801,0.7923
0,SRH,GroupDRO,0.8987,0.8233,0.8069,0.2079,0.1541,0.2079,0.1224,0.0047,0.8316,0.7095,0.8391
1,EUROD,BASELINE,0.8295,0.7655,0.7371,0.1291,0.0759,0.1291,0.1357,0.0042,0.6933,0.5031,0.6741
1,EUROD,Reweighing,0.8281,0.7347,0.7635,0.0784,0.0309,0.0784,0.1363,0.0035,0.6908,0.5062,0.671
1,EUROD,DIR,0.8282,0.6865,0.8069,0.1448,0.0761,0.1448,0.1361,0.0028,0.6836,0.5095,0.6731
1,EUROD,LFR,0.5211,0.1158,0.9258,0.0855,0.0489,0.0855,0.3286,0.0181,0.202,0.0913,0.2945
1,EUROD,CorrelationRemover,0.8297,0.7413,0.7611,0.1494,0.0775,0.1494,0.1357,0.0049,0.6848,0.5136,0.6735
1,EUROD,PrejudiceRemover,0.8158,0.7016,0.7765,0.0946,0.047,0.0946,0.1423,0.0481,0.6604,0.4778,0.6403
1,EUROD,ExpGrad_DP,0.8086,0.7424,0.7341,0.1082,0.0872,-0.1082,0.1422,0.004,0.6465,0.4425,0.6454
1,EUROD,ExpGrad_EO,0.8198,0.767,0.7211,0.0187,0.0303,-0.0187,0.1385,0.0038,0.6722,0.4816,0.662
1,EUROD,ExpGrad_TPR,0.8195,0.7159,0.7746,0.0001,0.0107,-0.0001,0.1386,0.004,0.6719,0.4742,0.6615
1,EUROD,GridSearch_TPR,0.8292,0.7604,0.7446,0.1208,0.0725,0.1208,0.1358,0.0005,0.6875,0.5041,0.6743
1,EUROD,GridSearch_EO,0.7524,0.6465,0.7303,0.07,0.1181,-0.07,0.184,0.0129,0.5381,0.347,0.551
1,EUROD,AdvDebiasing,0.7776,0.667,0.7391,0.0605,0.0079,0.0605,0.1774,0.0125,0.5893,0.3941,0.5938
1,EUROD,FairGBM,0.8279,0.6994,0.7957,0.1215,0.0637,0.1215,0.1362,0.0044,0.69,0.5087,0.6708
1,EUROD,FairConstraints,0.8152,0.6935,0.7838,0.0063,0.029,-0.0063,0.1404,0.0095,0.6629,0.4742,0.652
1,EUROD,DecoupledClassifier,0.8234,0.7453,0.7376,0.163,0.0906,0.163,0.1384,0.0149,0.6793,0.5233,0.6599
1,EUROD,GerryFairClassifier,0.8295,0.4219,0.9449,0.1681,0.0692,0.1681,0.1357,0.0042,0.6933,0.5031,0.6741
1,EUROD,ThreshOpt_TPR,0.8295,0.4594,0.9258,0.0279,0.0468,-0.0279,0.1357,0.0042,0.6933,0.5031,0.6741
1,EUROD,ThreshOpt_EO,0.8295,0.4462,0.9157,0.0474,0.0542,-0.0474,0.1357,0.0042,0.6933,0.5031,0.6741
1,EUROD,ThreshOpt_DP,0.8295,0.4473,0.9217,0.1314,0.1055,-0.1314,0.1357,0.0042,0.6933,0.5031,0.6741
1,EUROD,EqOdds_PP,0.8295,0.7008,0.7422,0.0261,0.0258,0.0261,0.1357,0.0042,0.6933,0.5031,0.6741
1,EUROD,RejectOption,0.8295,0.6531,0.8362,0.0615,0.0106,0.0615,0.1357,0.0042,0.6933,0.5031,0.6741
1,EUROD,CTGAN,0.8286,0.7005,0.7996,0.1398,0.0789,0.1398,0.136,0.0003,0.6861,0.5036,0.6709
1,EUROD,FairSMOTE,0.8294,0.7777,0.7123,0.1007,0.0487,0.1007,0.1358,0.0028,0.6878,0.5073,0.6715
1,EUROD,SampleReweighting,0.8269,0.7181,0.783,0.1427,0.086,0.1427,0.1366,0.0071,0.6803,0.5049,0.6684
1,EUROD,GroupCalibration,0.8291,0.7619,0.7395,0.1424,0.0936,0.1424,0.1371,0.0042,0.6945,0.5104,0.6722
1,EUROD,JTT,0.649,0.4135,0.8251,0.0414,0.0017,0.0414,0.1746,0.0323,0.2973,0.1669,0.5024
1,EUROD,GroupDRO,0.8304,0.7442,0.7614,0.1328,0.0755,0.1328,0.1354,0.0019,0.6886,0.5086,0.6744
1,LS,BASELINE,0.7978,0.7201,0.7237,0.3387,0.2257,0.3387,0.1581,0.011,0.6275,0.4553,0.6492
1,LS,Reweighing,0.7992,0.7331,0.7095,0.2095,0.1099,0.2095,0.1583,0.0173,0.6423,0.4597,0.6469
1,LS,DIR,0.7991,0.7308,0.7085,0.2973,0.1858,0.2973,0.1579,0.0174,0.6365,0.4551,0.6488
1,LS,LFR,0.5279,0.5045,0.5352,0.0415,0.0392,-0.0415,0.2176,0.0235,0.2255,0.1134,0.3221
1,LS,CorrelationRemover,0.7976,0.7163,0.7218,0.3107,0.1898,0.3107,0.1583,0.0223,0.6319,0.452,0.6466
1,LS,PrejudiceRemover,0.7923,0.7376,0.6859,0.3333,0.2251,0.3333,0.16,0.0015,0.6145,0.4369,0.6398
1,LS,ExpGrad_DP,0.7616,0.6911,0.7052,0.0757,0.0754,-0.0757,0.17,0.0321,0.5611,0.3608,0.5961
1,LS,ExpGrad_EO,0.776,0.6546,0.7635,0.0038,0.042,-0.0038,0.1653,0.0286,0.5914,0.4035,0.6153
1,LS,ExpGrad_TPR,0.7807,0.6646,0.7568,0.0357,0.0068,0.0357,0.1638,0.0311,0.5999,0.41,0.6218
1,LS,GridSearch_TPR,0.7631,0.6385,0.7426,0.0925,0.0242,0.0925,0.1726,0.029,0.5744,0.3964,0.59
1,LS,GridSearch_EO,0.7174,0.6827,0.6314,0.1397,0.072,0.1397,0.2028,0.0005,0.4829,0.3057,0.5261
1,LS,AdvDebiasing,0.7421,0.6837,0.6693,0.1445,0.0548,0.1445,0.2082,0.0363,0.5247,0.3402,0.5689
1,LS,FairGBM,0.7986,0.7205,0.7247,0.3073,0.1894,0.3073,0.1575,0.0088,0.6289,0.442,0.6533
1,LS,FairConstraints,0.7399,0.6698,0.6853,0.0068,0.0557,-0.0068,0.1771,0.0626,0.524,0.3314,0.5588
1,LS,DecoupledClassifier,0.7863,0.7134,0.7073,0.3442,0.2309,0.3442,0.1626,0.0201,0.6016,0.4314,0.6316
1,LS,GerryFairClassifier,0.7978,0.409,0.9251,0.3276,0.1739,0.3276,0.1581,0.011,0.6275,0.4553,0.6492
1,LS,ThreshOpt_TPR,0.7978,0.4358,0.9023,0.0052,0.0305,-0.0052,0.1581,0.011,0.6275,0.4553,0.6492
1,LS,ThreshOpt_EO,0.7978,0.4048,0.9077,0.0033,0.0196,0.0033,0.1581,0.011,0.6275,0.4553,0.6492
1,LS,ThreshOpt_DP,0.7978,0.4364,0.8943,0.1216,0.0926,-0.1216,0.1581,0.011,0.6275,0.4553,0.6492
1,LS,EqOdds_PP,0.7978,0.5823,0.7579,0.0845,0.0034,0.0845,0.1581,0.011,0.6275,0.4553,0.6492
1,LS,RejectOption,0.7978,0.6165,0.8042,0.1128,0.0315,0.1128,0.1581,0.011,0.6275,0.4553,0.6492
1,LS,CTGAN,0.7996,0.6934,0.7501,0.344,0.2206,0.344,0.1575,0.0139,0.634,0.4601,0.6513
1,LS,FairSMOTE,0.7989,0.7634,0.6822,0.2898,0.1846,0.2898,0.1579,0.0169,0.6365,0.46,0.6484
1,LS,SampleReweighting,0.795,0.7021,0.7325,0.3429,0.2334,0.3429,0.1591,0.0164,0.6259,0.4574,0.6446
1,LS,GroupCalibration,0.7962,0.7372,0.7047,0.3749,0.2641,0.3749,0.1594,0.011,0.629,0.4495,0.6473
1,LS,JTT,0.5624,0.134,0.9578,0.0376,0.0085,0.0376,0.2033,0.0989,0.2527,0.1626,0.4074
1,LS,GroupDRO,0.7979,0.693,0.7531,0.3406,0.2229,0.3406,0.1582,0.0142,0.6252,0.4452,0.647
1,CASP,BASELINE,0.8845,0.8072,0.7905,0.2859,0.2025,0.2859,0.1199,0.0153,0.7966,0.6608,0.7826
1,CASP,Reweighing,0.8842,0.7986,0.8014,0.1859,0.1107,0.1859,0.1201,0.0119,0.7977,0.6544,0.7818
1,CASP,DIR,0.8845,0.8109,0.786,0.2399,0.1607,0.2399,0.1199,0.0101,0.8038,0.6511,0.7833
1,CASP,LFR,0.6809,0.6786,0.5796,0.2391,0.1754,0.2391,0.2417,0.0559,0.4323,0.2686,0.4659
1,CASP,CorrelationRemover,0.8846,0.7787,0.8161,0.2306,0.1637,0.2306,0.1201,0.0114,0.7945,0.6668,0.7819
1,CASP,PrejudiceRemover,0.8826,0.7614,0.8333,0.2515,0.1737,0.2515,0.1206,0.0063,0.799,0.6588,0.7813
1,CASP,ExpGrad_DP,0.8356,0.7255,0.7768,0.1832,0.1393,-0.1832,0.1425,0.0159,0.7059,0.5369,0.6985
1,CASP,ExpGrad_EO,0.8678,0.7441,0.8134,0.0167,0.0196,0.0167,0.1281,0.016,0.7663,0.6087,0.7546
1,CASP,ExpGrad_TPR,0.8695,0.7451,0.82,0.0288,0.0273,0.0288,0.1274,0.0203,0.7695,0.6274,0.7568
1,CASP,GridSearch_TPR,0.8501,0.7345,0.7989,0.0832,0.0054,0.0832,0.1405,0.0254,0.7276,0.58,0.7227
1,CASP,GridSearch_EO,0.8052,0.7488,0.7036,0.1144,0.0544,0.1144,0.1823,0.0146,0.6484,0.4554,0.6542
1,CASP,AdvDebiasing,0.8444,0.7408,0.785,0.0959,0.0388,0.0959,0.1586,0.0261,0.7216,0.5421,0.7197
1,CASP,FairGBM,0.8853,0.7999,0.8004,0.2439,0.1647,0.2439,0.1195,0.0143,0.8003,0.659,0.7837
1,CASP,FairConstraints,0.8188,0.6906,0.785,0.0246,0.0375,-0.0246,0.1489,0.078,0.6796,0.4965,0.6629
1,CASP,DecoupledClassifier,0.8807,0.79,0.8011,0.2462,0.1797,0.2462,0.1214,0.0102,0.7918,0.6454,0.7786
1,CASP,GerryFairClassifier,0.8845,0.5527,0.938,0.262,0.1612,0.262,0.1199,0.0153,0.7966,0.6608,0.7826
1,CASP,ThreshOpt_TPR,0.8845,0.5597,0.9201,0.0216,0.0116,0.0216,0.1199,0.0153,0.7966,0.6608,0.7826
